 id,prompt,answer,family,rule_name,source,cot,has_cot
d44b77f7,"In Alice's Wonderland, the gravitational constant has been secretly changed. Here are some example observations:
For t = 2.64s, distance = 19.44 m
For t = 2.03s, distance = 11.49 m
For t = 4.13s, distance = 47.56 m
Now, determine the falling distance for t = 3.1s given d = 0.5*g*t^2.",26.8,gravity_formula,official_train,official_train,"The rule is d = 0.5*g*t^2 with a hidden g. From the example t=2.64s, d=19.44 m: g = 2*19.44/2.64^2 = 5.58. Apply to t=3.1s: d = 0.5*5.58*3.1^2 = 26.81.",True
d44ef285,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
34*24 = 5081
86*08 = 9345
51*44 = 956
14-43 = 7
Now, determine the result for: 01*98",988,equation_symbol_transformation,official_train,official_train,"Identified matching operation from examples:
multiply-1 f(68, 80) = (60 + 8) * 80 - 1 = 60 * 80 + 8 * 80 - 1 = 4800 + 640 - 1 = 5440 - 1 = 5439 -rev-> 9345 match, f(15,44) -> (10 + 5) * 44 - 1 = 10 * 44 + 5 * 44 - 1 = 440 + 220 - 1 = 660 - 1 = 659 -rev-> 956 match, f(43,42) -> (40 + 3) * 42 - 1 = 40 * 42 + 3 * 42 - 1 = 1680 + 126 - 1 = 1806 - 1 = 1805 -rev-> 5081 match, correct, actions: reversed operands, reversed result, multiply-1

Applying to 01*98:
  reversed operands [01->10, 98->89] and reversed result
  multiply-1 f(10, 89) = (10 + 0) * 89 - 1 = 10 * 89 + 0 * 89 - 1 = 890 + 0 - 1 = 890 - 1 = 889 -rev-> 988
  Result: 【988】",True
d4519f28,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
dfgyov lnnl pnllyrn -> wizard sees message
lxjvnix lnnl unhqiv ryovni -> student sees beyond garden
dfgyov fpyrfinl xtn vyoa kqxfqi -> wizard imagines the dark potion
tyxxno vonypl bqonlx -> hatter dreams forest
Now, decrypt the following text: xjoxmn fpyrfinl xonyljon",turtle imagines treasure,text_decryption,official_train,official_train,"Now decrypting 【 xjoxmn fpyrfinl xonyljon】:
【 xjoxmn】
x–j–o–x–m–n
x->t
j->u
o->r
x->t
m->?
n->e
t–u–r–t–(m)–e->【t–u–r–t–(m)–e】-> t–u–r–t–(m)–e

【 fpyrfinl】
f–p–y–r–f–i–n–l
f->i
p->m
y->a
r->g
f->i
i->n
n->e
l->s
i–m–a–g–i–n–e–s->【imagines】-> imagines

【 xonyljon】
x–o–n–y–l–j–o–n
x->t
o->r
n->e
y->a
l->s
j->u
o->r
n->e
t–r–e–a–s–u–r–e->【treasure】-> treasure

The sentence currently is
t–u–r–t–(m)–e imagines treasure

Iterating over the unknown letters to see if they are in the question
c no
e no
m yes
s no
w no
z no

The unknown letters
m

Let me find the best matching wonderland words:
Best match: 【turtle】
【t–u–r–t–(m)–e】->【t–u–r–t–l–e】
【t】->【t】same
【u】->【u】same
【r】->【r】same
【t】->【t】same
【(m)】->【l】 new
【e】->【e】same
Added mappings
【(m)】->【l】",True
d452141e,"In Alice's Wonderland, a secret bit manipulation rule transforms 8-bit binary numbers. The transformation involves operations like bit shifts, rotations, XOR, AND, OR, NOT, and possibly majority or choice functions.

Here are some examples of input -> output:
11001101 -> 10011001
01111010 -> 11110101
00101000 -> 01010000
01101101 -> 11011011
11011100 -> 10111011
00110010 -> 01100100
01001101 -> 10011011
11100010 -> 11000111
11110001 -> 11100001

Now, determine the output for: 01111101",11111011,bit_manipulation,official_train,official_train,"Selected
0 I1
1 I2
2 I3
3 I4
4 I5
5 I6
6 XOR70
7 I1

Applying to 01111101
Input
0 0
1 1
2 1
3 1
4 1
5 1
6 0
7 1
Output
0 I1 = 1
1 I2 = 1
2 I3 = 1
3 I4 = 1
4 I5 = 1
5 I6 = 0
6 XOR70 = XOR(1,0) = 1
7 I1 = 1",True
d4535e4a,"In Alice's Wonderland, numbers are secretly converted into a different numeral system. Some examples are given below:
33 -> XXXIII
37 -> XXXVII
48 -> XLVIII
34 -> XXXIV
47 -> XLVII
Now, write the number 21 in the Wonderland numeral system.",XXI,numeral_system,official_train,official_train,"The examples are Roman numerals (I=1, V=5, X=10, L=50, C=100, D=500, M=1000), with subtractive pairs like IV=4 and IX=9. Convert 21 greedily: 10->X, 10->X, 1->I, concatenating to XXI.",True
d45dc67f,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
{?:'@ = ?
{!:%' = (%
%|""(| = (('(
`?""?% = ]!`@
!(:?% = '{
Now, determine the result for: %|}|'",(%(,equation_symbol_transformation,official_train,official_train,,False
d4612468,"In Alice's Wonderland, a secret bit manipulation rule transforms 8-bit binary numbers. The transformation involves operations like bit shifts, rotations, XOR, AND, OR, NOT, and possibly majority or choice functions.

Here are some examples of input -> output:
01000101 -> 00000000
01000100 -> 00000000
11111011 -> 00000001
01101000 -> 00000000
10000001 -> 00000001
01100101 -> 00000000
10000101 -> 00000001
01001010 -> 00000000
01101011 -> 00000000

Now, determine the output for: 01011000",00000000,bit_manipulation,official_train,official_train,"Selected
0 C0
1 C0
2 C0
3 C0
4 C0
5 C0
6 C0
7 I0

Applying to 01011000
Input
0 0
1 1
2 0
3 1
4 1
5 0
6 0
7 0
Output
0 C0 = 0
1 C0 = 0
2 C0 = 0
3 C0 = 0
4 C0 = 0
5 C0 = 0
6 C0 = 0
7 I0 = 0",True
d46a570b,"In Alice's Wonderland, numbers are secretly converted into a different numeral system. Some examples are given below:
84 -> LXXXIV
85 -> LXXXV
92 -> XCII
61 -> LXI
48 -> XLVIII
Now, write the number 14 in the Wonderland numeral system.",XIV,numeral_system,official_train,official_train,"The examples are Roman numerals (I=1, V=5, X=10, L=50, C=100, D=500, M=1000), with subtractive pairs like IV=4 and IX=9. Convert 14 greedily: 10->X, 4->IV, concatenating to XIV.",True
d46df3b0,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
42(21 = 881
96$83 = 9683
38(69 = 2621
15(42 = 629
Now, determine the result for: 86(46",3955,equation_symbol_transformation,official_train,official_train,"Identified matching operation from examples:
multiply-1 f(38, 69) = (30 + 8) * 69 - 1 = 30 * 69 + 8 * 69 - 1 = 2070 + 552 - 1 = 2622 - 1 = 2621 match, f(15,42) -> (10 + 5) * 42 - 1 = 10 * 42 + 5 * 42 - 1 = 420 + 210 - 1 = 630 - 1 = 629 match, f(42,21) -> (40 + 2) * 21 - 1 = 40 * 21 + 2 * 21 - 1 = 840 + 42 - 1 = 882 - 1 = 881 match, correct, actions: multiply-1

Applying to 86(46:
  identity
  multiply-1 f(86, 46) = (80 + 6) * 46 - 1 = 80 * 46 + 6 * 46 - 1 = 3680 + 276 - 1 = 3956 - 1 = 3955
  Result: 【3955】",True
d46f3a25,"In Alice's Wonderland, a secret bit manipulation rule transforms 8-bit binary numbers. The transformation involves operations like bit shifts, rotations, XOR, AND, OR, NOT, and possibly majority or choice functions.

Here are some examples of input -> output:
00110001 -> 01000110
10000011 -> 00000100
00111001 -> 01100110
01110100 -> 11001000
10100010 -> 00000100
00100001 -> 00000100
01110101 -> 11001110
01000011 -> 00001100
11101011 -> 10011101
01000001 -> 00000000

Now, determine the output for: 00010010",00000000,bit_manipulation,official_train,official_train,,False
d480fabc,"In Alice's Wonderland, numbers are secretly converted into a different numeral system. Some examples are given below:
90 -> XC
34 -> XXXIV
65 -> LXV
Now, write the number 13 in the Wonderland numeral system.",XIII,numeral_system,official_train,official_train,"The examples are Roman numerals (I=1, V=5, X=10, L=50, C=100, D=500, M=1000), with subtractive pairs like IV=4 and IX=9. Convert 13 greedily: 10->X, 1->I, 1->I, 1->I, concatenating to XIII.",True
d48fd9b2,"In Alice's Wonderland, numbers are secretly converted into a different numeral system. Some examples are given below:
84 -> LXXXIV
58 -> LVIII
40 -> XL
Now, write the number 33 in the Wonderland numeral system.",XXXIII,numeral_system,official_train,official_train,"The examples are Roman numerals (I=1, V=5, X=10, L=50, C=100, D=500, M=1000), with subtractive pairs like IV=4 and IX=9. Convert 33 greedily: 10->X, 10->X, 10->X, 1->I, 1->I, 1->I, concatenating to XXXIII.",True
d490911e,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
91[83 = 175
35?46 = 3546
75[57 = 133
Now, determine the result for: 40[98",139,equation_symbol_transformation,official_train,official_train,"Identified matching operation from examples:
add+1 f(91, 83) = 91 + 83 + 1 = 175 match, f(75,57) -> 75 + 57 + 1 = 133 match, correct, actions: add+1

Applying to 40[98:
  identity
  add+1 f(40, 98) = 40 + 98 + 1 = 139
  Result: 【139】",True
d49d2838,"In Alice's Wonderland, numbers are secretly converted into a different numeral system. Some examples are given below:
70 -> LXX
92 -> XCII
87 -> LXXXVII
67 -> LXVII
14 -> XIV
Now, write the number 73 in the Wonderland numeral system.",LXXIII,numeral_system,official_train,official_train,"The examples are Roman numerals (I=1, V=5, X=10, L=50, C=100, D=500, M=1000), with subtractive pairs like IV=4 and IX=9. Convert 73 greedily: 50->L, 10->X, 10->X, 1->I, 1->I, 1->I, concatenating to LXXIII.",True
d4b08884,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
10$38 = 8
46@33 = 1518
95[44 = 138
37@53 = 1961
Now, determine the result for: 80$13",2,equation_symbol_transformation,official_train,official_train,,False
d4b85539,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
gjc eqxgclpotx npswlk cfibolcx -> the mysterious wizard explores
jwggcl cfibolcx gjc ytlpotx ylqxgwb -> hatter explores the curious crystal
zplk nwgyjcx pv dolcxg -> bird watches in forest
hvpujg pewupvcx gjc ewupywb epllol -> knight imagines the magical mirror
hvpujg klcwex gjc npxc itssbc -> knight dreams the wise puzzle
Now, decrypt the following text: rtccv cfibolcx wzomc pxbwvk",queen explores above island,text_decryption,official_train,official_train,"Now decrypting 【 rtccv cfibolcx wzomc pxbwvk】:
【 rtccv】
r–t–c–c–v
r->?
t->u
c->e
c->e
v->n
(r)–u–e–e–n->【(r)–u–e–e–n】-> (r)–u–e–e–n

【 cfibolcx】
c–f–i–b–o–l–c–x
c->e
f->x
i->p
b->l
o->o
l->r
c->e
x->s
e–x–p–l–o–r–e–s->【explores】-> explores

【 wzomc】
w–z–o–m–c
w->a
z->b
o->o
m->?
c->e
a–b–o–(m)–e->【a–b–o–(m)–e】-> a–b–o–(m)–e

【 pxbwvk】
p–x–b–w–v–k
p->i
x->s
b->l
w->a
v->n
k->d
i–s–l–a–n–d->【island】-> island

The sentence currently is
(r)–u–e–e–n explores a–b–o–(m)–e island

Iterating over the unknown letters to see if they are in the question
a no
m yes
r yes

The unknown letters
m
r

Let me find the best matching wonderland words:
Best match: 【queen】
【(r)–u–e–e–n】->【q–u–e–e–n】
【(r)】->【q】 new
【u】->【u】same
【e】->【e】same
【e】->【e】same
【n】->【n】same
Added mappings
【(r)】->【q】

【a–b–o–(m)–e】
New mappings: 【(r)】->【q】
【a–b–o–(m)–e】
The length of the word is 5.
above 5 【a–b–o–v–e】, 0【a】【a】match, 1【b】【b】match, 2【o】【o】match, 3【v】【(m)】matchable, 4【e】【e】match, 5 all match
alice 5 【a–l–i–c–e】, 0【a】【a】match, 1【b】【l】unmatchable
ancient 7 length
around 6 length
beyond 6 length
bird 4 length
book 4 length
bright 6 length
castle 6 length
cat 3 length
cave 4 length
chases 6 length
clever 6 length
colorful 8 length
creates 7 length
crystal 7 length
curious 7 length
dark 4 length
discovers 9 length
door 4 length
dragon 6 length
draws 5 【d–r–a–w–s】, 0【a】【d】unmatchable
dreams 6 length
explores 8 length
follows 7 length
forest 6 length
found 5 【f–o–u–n–d】, 0【a】【f】unmatchable
garden 6 length
golden 6 length
hatter 6 length
hidden 6 length
imagines 8 length
in 2 length
inside 6 length
island 6 length
key 3 length
king 4 length
knight 6 length
library 7 length
magical 7 length
map 3 length
message 7 length
mirror 6 length
mountain 8 length
mouse 5 【m–o–u–s–e】, 0【a】【m】unmatchable
mysterious 10 length
near 4 length
ocean 5 【o–c–e–a–n】, 0【a】【o】unmatchable
palace 6 length
potion 6 length
princess 8 length
puzzle 6 length
queen 5 【q–u–e–e–n】, 0【a】【q】unmatchable
rabbit 6 length
reads 5 【r–e–a–d–s】, 0【a】【r】unmatchable
school 6 length
secret 6 length
sees 4 length
silver 6 length
story 5 【s–t–o–r–y】, 0【a】【s】unmatchable
strange 7 length
student 7 length
studies 7 length
teacher 7 length
the 3 length
through 7 length
tower 5 【t–o–w–e–r】, 0【a】【t】unmatchable
treasure 8 length
turtle 6 length
under 5 【u–n–d–e–r】, 0【a】【u】unmatchable
valley 6 length
village 7 length
watches 7 length
wise 4 length
wizard 6 length
wonderland 10 length
writes 6 length
Best match: 【above】
【a–b–o–(m)–e】->【a–b–o–v–e】
【a】->【a】same
【b】->【b】same
【o】->【o】same
【(m)】->【v】 new
【e】->【e】same
Added mappings
【(m)】->【v】",True
d4bea0cd,"In Alice's Wonderland, a secret unit conversion is applied to measurements. For example:
43.96 m becomes 70.38
47.98 m becomes 76.81
32.7 m becomes 52.35
36.79 m becomes 58.90
24.42 m becomes 39.10
Now, convert the following measurement: 9.83 m",15.74,unit_conversion,official_train,official_train,Each measurement is multiplied by a fixed factor. From '43.96 m becomes 70.38': factor = 70.38/43.96 = 1.601. Apply to 9.83 m: 9.83*1.601 = 15.74.,True
d4d4a2c2,"In Alice's Wonderland, the gravitational constant has been secretly changed. Here are some example observations:
For t = 2.63s, distance = 56.96 m
For t = 3.13s, distance = 80.68 m
For t = 2.02s, distance = 33.6 m
Now, determine the falling distance for t = 4.75s given d = 0.5*g*t^2.",185.8,gravity_formula,official_train,official_train,"The rule is d = 0.5*g*t^2 with a hidden g. From the example t=2.63s, d=56.96 m: g = 2*56.96/2.63^2 = 16.47. Apply to t=4.75s: d = 0.5*16.47*4.75^2 = 185.80.",True
d4d7bca5,"In Alice's Wonderland, a secret unit conversion is applied to measurements. For example:
44.45 m becomes 73.66
30.11 m becomes 49.90
41.96 m becomes 69.53
Now, convert the following measurement: 19.82 m",32.84,unit_conversion,official_train,official_train,Each measurement is multiplied by a fixed factor. From '44.45 m becomes 73.66': factor = 73.66/44.45 = 1.657. Apply to 19.82 m: 19.82*1.657 = 32.84.,True
d4dde366,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
lhaazu uzhrm alz wymz mavuc -> hatter reads the wise story
jbytla whailzm mziuza -> knight watches secret
uhkkya whailzm bzhu milvvn -> rabbit watches near school
aduanz yshtybzm aluvdtl avwzu -> turtle imagines through tower
Now, decrypt the following text: iha whailzm ybmyrz qvuzma",cat watches inside forest,text_decryption,official_train,official_train,"Now decrypting 【 iha whailzm ybmyrz qvuzma】:
【 iha】
i–h–a
i->c
h->a
a->t
c–a–t->【cat】-> cat

【 whailzm】
w–h–a–i–l–z–m
w->w
h->a
a->t
i->c
l->h
z->e
m->s
w–a–t–c–h–e–s->【watches】-> watches

【 ybmyrz】
y–b–m–y–r–z
y->i
b->n
m->s
y->i
r->d
z->e
i–n–s–i–d–e->【inside】-> inside

【 qvuzma】
q–v–u–z–m–a
q->?
v->o
u->r
z->e
m->s
a->t
(q)–o–r–e–s–t->【(q)–o–r–e–s–t】-> (q)–o–r–e–s–t

The sentence currently is
cat watches inside (q)–o–r–e–s–t

Iterating over the unknown letters to see if they are in the question
e no
f no
g no
o no
p no
q yes
x no

The unknown letters
q

Let me find the best matching wonderland words:
Best match: 【forest】
【(q)–o–r–e–s–t】->【f–o–r–e–s–t】
【(q)】->【f】 new
【o】->【o】same
【r】->【r】same
【e】->【e】same
【s】->【s】same
【t】->【t】same
Added mappings
【(q)】->【f】",True
d4e29ed7,"In Alice's Wonderland, a secret bit manipulation rule transforms 8-bit binary numbers. The transformation involves operations like bit shifts, rotations, XOR, AND, OR, NOT, and possibly majority or choice functions.

Here are some examples of input -> output:
10101101 -> 10001011
11101011 -> 01011010
11001110 -> 11110011
10110100 -> 10101101
00010001 -> 00100100
00011011 -> 01100110
00101011 -> 01101010
10011010 -> 01100110
01110010 -> 01011100

Now, determine the output for: 01101111",11111011,bit_manipulation,official_train,official_train,"Selected
0 I5
1 I6
2 XOR70
3 I1
4 I2
5 I3
6 I4
7 I5

Applying to 01101111
Input
0 0
1 1
2 1
3 0
4 1
5 1
6 1
7 1
Output
0 I5 = 1
1 I6 = 1
2 XOR70 = XOR(1,0) = 1
3 I1 = 1
4 I2 = 1
5 I3 = 0
6 I4 = 1
7 I5 = 1",True
d4f1257b,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
yfjhem jwihjfrd mer dronrm onxdmiv -> knight imagines the secret crystal
yfjhem tgkfc mer dronrm yrx -> knight found the secret key
mer oknjgkd yfjhem drrd -> the curious knight sees
mer ogvgntkv mknmvr jwihjfrd -> the colorful turtle imagines
yfjhem cjdogurnd frin tgnrdm -> knight discovers near forest
Now, decrypt the following text: mrioern cniad oidmvr",teacher draws castle,text_decryption,official_train,official_train,"Now decrypting 【 mrioern cniad oidmvr】:
【 mrioern】
m–r–i–o–e–r–n
m->t
r->e
i->a
o->c
e->h
r->e
n->r
t–e–a–c–h–e–r->【teacher】-> teacher

【 cniad】
c–n–i–a–d
c->d
n->r
i->a
a->?
d->s
d–r–a–(a)–s->【d–r–a–(a)–s】-> d–r–a–(a)–s

【 oidmvr】
o–i–d–m–v–r
o->c
i->a
d->s
m->t
v->l
r->e
c–a–s–t–l–e->【castle】-> castle

The sentence currently is
teacher d–r–a–(a)–s castle

Iterating over the unknown letters to see if they are in the question
a yes
b no
l no
p no
q no
s no
z no

The unknown letters
a

Let me find the best matching wonderland words:
Best match: 【draws】
【d–r–a–(a)–s】->【d–r–a–w–s】
【d】->【d】same
【r】->【r】same
【a】->【a】same
【(a)】->【w】 new
【s】->【s】same
Added mappings
【(a)】->【w】",True
d50683b4,"In Alice's Wonderland, a secret bit manipulation rule transforms 8-bit binary numbers. The transformation involves operations like bit shifts, rotations, XOR, AND, OR, NOT, and possibly majority or choice functions.

Here are some examples of input -> output:
11010001 -> 00111010
10010011 -> 01110010
11101111 -> 11111101
11110100 -> 10011110
01110101 -> 10101110
11111011 -> 01111111
11111101 -> 10111111
01110100 -> 10001110
11111000 -> 00011111

Now, determine the output for: 00110001",00100110,bit_manipulation,official_train,official_train,"Selected
0 I5
1 I6
2 I7
3 I0
4 I1
5 I2
6 I3
7 I4

Applying to 00110001
Input
0 0
1 0
2 1
3 1
4 0
5 0
6 0
7 1
Output
0 I5 = 0
1 I6 = 0
2 I7 = 1
3 I0 = 0
4 I1 = 0
5 I2 = 1
6 I3 = 1
7 I4 = 0",True
d5071155,"In Alice's Wonderland, a secret bit manipulation rule transforms 8-bit binary numbers. The transformation involves operations like bit shifts, rotations, XOR, AND, OR, NOT, and possibly majority or choice functions.

Here are some examples of input -> output:
10110110 -> 00001101
00111011 -> 00000110
00011101 -> 00000111
01000000 -> 00010000
00001010 -> 10000010
00010010 -> 00000100
11011011 -> 00100110
01101000 -> 00011010
00011011 -> 00000110

Now, determine the output for: 01010010",00000100,bit_manipulation,official_train,official_train,"Selected
0 AND-NOT63
1 AND-NOT74
2 AND-NOT05
3 AND-NOT16
4 AND-NOT27
5 I3
6 I4
7 I5

Applying to 01010010
Input
0 0
1 1
2 0
3 1
4 0
5 0
6 1
7 0
Output
0 AND-NOT63 = AND(1,NOT(1)) = 0
1 AND-NOT74 = AND(0,NOT(0)) = 0
2 AND-NOT05 = AND(0,NOT(0)) = 0
3 AND-NOT16 = AND(1,NOT(1)) = 0
4 AND-NOT27 = AND(0,NOT(0)) = 0
5 I3 = 1
6 I4 = 0
7 I5 = 0",True
d50746e7,"In Alice's Wonderland, a secret bit manipulation rule transforms 8-bit binary numbers. The transformation involves operations like bit shifts, rotations, XOR, AND, OR, NOT, and possibly majority or choice functions.

Here are some examples of input -> output:
00110010 -> 00100011
11100011 -> 00111110
01100010 -> 00100110
00000001 -> 00010000
11000100 -> 01001100
11001110 -> 11001100
01011101 -> 10000101
01101101 -> 01000110

Now, determine the output for: 00101100",01000010,bit_manipulation,official_train,official_train,"Selected
0 AND-NOT42
1 AND-NOT53
2 AND-NOT64
3 AND-NOT75
4 I0
5 I1
6 I2
7 I3

Applying to 00101100
Input
0 0
1 0
2 1
3 0
4 1
5 1
6 0
7 0
Output
0 AND-NOT42 = AND(1,NOT(1)) = 0
1 AND-NOT53 = AND(1,NOT(0)) = 1
2 AND-NOT64 = AND(0,NOT(1)) = 0
3 AND-NOT75 = AND(0,NOT(1)) = 0
4 I0 = 0
5 I1 = 0
6 I2 = 1
7 I3 = 0",True
d50a479c,"In Alice's Wonderland, the gravitational constant has been secretly changed. Here are some example observations:
For t = 3.35s, distance = 58.37 m
For t = 2.27s, distance = 26.8 m
For t = 2.08s, distance = 22.5 m
Now, determine the falling distance for t = 2.09s given d = 0.5*g*t^2.",22.72,gravity_formula,official_train,official_train,"The rule is d = 0.5*g*t^2 with a hidden g. From the example t=3.35s, d=58.37 m: g = 2*58.37/3.35^2 = 10.40. Apply to t=2.09s: d = 0.5*10.40*2.09^2 = 22.71.",True
d5142ee5,"In Alice's Wonderland, a secret unit conversion is applied to measurements. For example:
9.98 m becomes 19.83
5.94 m becomes 11.81
48.34 m becomes 96.07
32.16 m becomes 63.92
20.13 m becomes 40.01
Now, convert the following measurement: 47.29 m",93.99,unit_conversion,official_train,official_train,Each measurement is multiplied by a fixed factor. From '9.98 m becomes 19.83': factor = 19.83/9.98 = 1.988. Apply to 47.29 m: 47.29*1.988 = 94.01.,True
d515bcf6,"In Alice's Wonderland, numbers are secretly converted into a different numeral system. Some examples are given below:
49 -> XLIX
36 -> XXXVI
24 -> XXIV
40 -> XL
Now, write the number 36 in the Wonderland numeral system.",XXXVI,numeral_system,official_train,official_train,"The examples are Roman numerals (I=1, V=5, X=10, L=50, C=100, D=500, M=1000), with subtractive pairs like IV=4 and IX=9. Convert 36 greedily: 10->X, 10->X, 10->X, 5->V, 1->I, concatenating to XXXVI.",True
d5220697,"In Alice's Wonderland, a secret bit manipulation rule transforms 8-bit binary numbers. The transformation involves operations like bit shifts, rotations, XOR, AND, OR, NOT, and possibly majority or choice functions.

Here are some examples of input -> output:
11110011 -> 11111100
00011010 -> 11010110
11010001 -> 11111100
11111001 -> 11111110
10110010 -> 10111100
11001000 -> 01110010
10101000 -> 01101010
00010000 -> 10000100
00001001 -> 01001010

Now, determine the output for: 01011101",11111111,bit_manipulation,official_train,official_train,"Selected
0 OR36
1 OR47
2 OR50
3 OR61
4 OR72
5 I3
6 I4
7 I5

Applying to 01011101
Input
0 0
1 1
2 0
3 1
4 1
5 1
6 0
7 1
Output
0 OR36 = OR(1,0) = 1
1 OR47 = OR(1,1) = 1
2 OR50 = OR(1,0) = 1
3 OR61 = OR(0,1) = 1
4 OR72 = OR(1,0) = 1
5 I3 = 1
6 I4 = 1
7 I5 = 1",True
d527f819,"In Alice's Wonderland, a secret unit conversion is applied to measurements. For example:
20.17 m becomes 13.62
39.12 m becomes 26.42
23.61 m becomes 15.95
46.56 m becomes 31.45
13.99 m becomes 9.45
Now, convert the following measurement: 41.76 m",28.21,unit_conversion,official_train,official_train,Each measurement is multiplied by a fixed factor. From '20.17 m becomes 13.62': factor = 13.62/20.17 = 0.675. Apply to 41.76 m: 41.76*0.675 = 28.19.,True
d52d0c62,"In Alice's Wonderland, a secret unit conversion is applied to measurements. For example:
18.69 m becomes 22.05
24.31 m becomes 28.68
48.14 m becomes 56.79
48.74 m becomes 57.50
Now, convert the following measurement: 15.37 m",18.13,unit_conversion,official_train,official_train,Each measurement is multiplied by a fixed factor. From '18.69 m becomes 22.05': factor = 22.05/18.69 = 1.18. Apply to 15.37 m: 15.37*1.18 = 18.14.,True
d5400bdd,"In Alice's Wonderland, a secret unit conversion is applied to measurements. For example:
28.1 m becomes 33.06
37.37 m becomes 43.97
5.56 m becomes 6.54
Now, convert the following measurement: 40.52 m",47.67,unit_conversion,official_train,official_train,Each measurement is multiplied by a fixed factor. From '28.1 m becomes 33.06': factor = 33.06/28.1 = 1.177. Apply to 40.52 m: 40.52*1.177 = 47.69.,True
d546fd90,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
^^\?? = %%
?<+:` = }?}^
:?+?^ = }^?%
Now, determine the result for: ]?\:<",\]@,equation_symbol_transformation,official_train,official_train,,False
d547f717,"In Alice's Wonderland, a secret bit manipulation rule transforms 8-bit binary numbers. The transformation involves operations like bit shifts, rotations, XOR, AND, OR, NOT, and possibly majority or choice functions.

Here are some examples of input -> output:
11100000 -> 00001110
00101000 -> 00000010
10010100 -> 00001001
10100100 -> 00001010
10001010 -> 00001000
10011101 -> 10001001
01100101 -> 10000110
00001111 -> 10000000

Now, determine the output for: 00000010",00000000,bit_manipulation,official_train,official_train,"Selected
0 I7
1 C0
2 C0
3 C0
4 I0
5 I1
6 I2
7 I3

Applying to 00000010
Input
0 0
1 0
2 0
3 0
4 0
5 0
6 1
7 0
Output
0 I7 = 0
1 C0 = 0
2 C0 = 0
3 C0 = 0
4 I0 = 0
5 I1 = 0
6 I2 = 0
7 I3 = 0",True
d54f5b26,"In Alice's Wonderland, the gravitational constant has been secretly changed. Here are some example observations:
For t = 4.44s, distance = 183.6 m
For t = 4.9s, distance = 223.62 m
For t = 1.94s, distance = 35.05 m
For t = 1.93s, distance = 34.69 m
For t = 4.33s, distance = 174.62 m
Now, determine the falling distance for t = 4.71s given d = 0.5*g*t^2.",206.61,gravity_formula,official_train,official_train,"The rule is d = 0.5*g*t^2 with a hidden g. From the example t=4.44s, d=183.6 m: g = 2*183.6/4.44^2 = 18.63. Apply to t=4.71s: d = 0.5*18.63*4.71^2 = 206.64.",True
d556f501,"In Alice's Wonderland, a secret unit conversion is applied to measurements. For example:
20.11 m becomes 30.07
9.56 m becomes 14.30
24.26 m becomes 36.28
9.06 m becomes 13.55
16.36 m becomes 24.47
Now, convert the following measurement: 37.8 m",56.53,unit_conversion,official_train,official_train,Each measurement is multiplied by a fixed factor. From '20.11 m becomes 30.07': factor = 30.07/20.11 = 1.496. Apply to 37.8 m: 37.8*1.496 = 56.55.,True
d5602cc5,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
[[*#\ = %{!\
)[-## = {%
[)-%# = #{
Now, determine the result for: {<-#(",(%,equation_symbol_transformation,official_train,official_train,,False
d566ff0e,"In Alice's Wonderland, a secret unit conversion is applied to measurements. For example:
43.26 m becomes 26.78
35.16 m becomes 21.76
5.67 m becomes 3.51
11.19 m becomes 6.93
Now, convert the following measurement: 28.18 m",17.44,unit_conversion,official_train,official_train,Each measurement is multiplied by a fixed factor. From '43.26 m becomes 26.78': factor = 26.78/43.26 = 0.619. Apply to 28.18 m: 28.18*0.619 = 17.44.,True
d56a1b4c,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
&&]{> = "":]
>&*%| = &/{{
$!]$& = /$
Now, determine the result for: %&#$>","{/""",equation_symbol_transformation,official_train,official_train,,False
d56a5588,"In Alice's Wonderland, a secret unit conversion is applied to measurements. For example:
5.03 m becomes 7.17
17.79 m becomes 25.34
41.59 m becomes 59.25
Now, convert the following measurement: 20.86 m",29.72,unit_conversion,official_train,official_train,Each measurement is multiplied by a fixed factor. From '5.03 m becomes 7.17': factor = 7.17/5.03 = 1.425. Apply to 20.86 m: 20.86*1.425 = 29.73.,True
d570c63b,"In Alice's Wonderland, numbers are secretly converted into a different numeral system. Some examples are given below:
54 -> LIV
34 -> XXXIV
63 -> LXIII
Now, write the number 70 in the Wonderland numeral system.",LXX,numeral_system,official_train,official_train,"The examples are Roman numerals (I=1, V=5, X=10, L=50, C=100, D=500, M=1000), with subtractive pairs like IV=4 and IX=9. Convert 70 greedily: 50->L, 10->X, 10->X, concatenating to LXX.",True
